Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a77ca98e-a317-a844-6bb5-f44dc8ece776,1977-01-04,,999-25-7726,S99970697,X36512145X,Mr.,Fidel864,Jonathon205,Gusikowski974,,,M,white,nonhispanic,M,Boston  Massachusetts  US,404 Veum Light,Hamilton,Massachusetts,Essex County,,00000,42.6317315004159,-70.82032795519171,133541.32,11643.14,124820
ea9d9c82-2088-e85a-c9bc-47b0db0baa9e,1997-03-05,,999-98-5740,S99972223,X55572926X,Mr.,Reid278,Carson894,Hills818,,,M,white,nonhispanic,M,Boston  Massachusetts  US,539 Rosenbaum Promenade,Burlington,Massachusetts,Middlesex County,25017,01803,42.52938836853011,-71.20928659453297,66117.58,0.00,76360
fcf99efa-d698-1818-b988-57b1680c789e,1970-06-18,,999-69-9651,S99987455,X72863939X,Mrs.,Felicitas300,Donette997,Hayes766,,Wolff180,D,white,nonhispanic,F,Pittsfield  Massachusetts  US,921 Reynolds Pathway,Paxton,Massachusetts,Worcester County,,00000,42.32920302071157,-71.95315036059388,807860.33,552032.25,85852
04be8cdc-5f2f-288b-b19d-5c4b46200ac8,1961-08-12,,999-50-1150,S99992896,X3456201X,Mr.,Alexis664,Brant303,Langworth352,,,S,white,nonhispanic,M,Amherst  Massachusetts  US,684 McKenzie Course Apt 60,Springfield,Massachusetts,Hampden County,25013,01103,42.13450712064045,-72.55980839235357,176468.59,759602.67,62500
ecb87cf3-081e-83f3-b5d9-0995b43c6b68,1981-12-04,,999-76-7820,S99937657,X44419782X,Mr.,Nathaniel596,Jarvis643,Gulgowski816,,,M,black,nonhispanic,M,Arlington  Massachusetts  US,1014 Maggio Trailer Suite 62,Gardner,Massachusetts,Worcester County,25027,01440,42.55597639775802,-71.99783134696051,147239.92,56538.43,53410
44520257-b39c-4f52-caaa-8c891e90d3be,1999-12-21,,999-40-8015,S99962848,X14993551X,Ms.,Venus149,Juan88,Kunde533,,,,asian,hispanic,F,Chelsea  Massachusetts  US,356 O'Kon Parade,Boston,Massachusetts,Suffolk County,25025,02131,42.4078634891111,-71.08808430283344,9535.73,789781.82,23203
3fcfa961-fe00-9e9d-96be-e57fac28ede8,2002-03-09,,999-52-8056,S99932373,X61117047X,Mr.,Toney527,,Hammes673,,,,black,nonhispanic,M,Boston  Massachusetts  US,817 Jacobi Village,Springfield,Massachusetts,Hampden County,25013,01118,42.09363864372169,-72.62882596628424,3895.86,54150.61,646
f9c550b1-b956-8f8b-aa44-db0f51b854eb,1985-04-14,,999-42-5781,S99920094,X36960715X,Mr.,Donnell534,Tommy814,Mann644,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,396 Hegmann Vista Unit 76,Quincy,Massachusetts,Norfolk County,25021,02186,42.233869613993676,-70.98253068058797,120557.01,10992.06,39732
ff53e3d5-c9d5-adfa-ae07-30f6ee981a4c,1978-12-01,,999-15-5006,S99946617,X26173262X,Ms.,Epifania219,Katheryn92,McCullough561,,,S,white,nonhispanic,F,Middleborough  Massachusetts  US,297 Wuckert Divide,Chelsea,Massachusetts,Suffolk County,25025,02151,42.409747807559405,-71.01236021508193,11707.25,609670.50,14152
50c84989-4624-982f-3e0b-ae9ace8dbd48,1986-08-06,,999-21-4780,S99936765,X52873811X,Mr.,Oswaldo857,Wilfredo622,King743,,,M,white,nonhispanic,M,Hanover  Massachusetts  US,219 Reilly View Unit 31,New Bedford,Massachusetts,Bristol County,25005,02746,41.68374611328249,-71.05495539132708,144207.40,354727.90,94647
d1e97df9-d990-ab1a-01cc-43aa5fc8f1a6,2014-10-05,,999-99-8637,,,,Annemarie794,Domonique463,Paucek755,,,,black,hispanic,F,Springfield  Massachusetts  US,701 Mosciski Corner,Winthrop,Massachusetts,Suffolk County,25025,02152,42.32855094663911,-70.99326223214871,16131.09,14327.93,62079
d07968ab-b9b0-8a8e-21ee-7b01eb89e4b4,1996-12-26,,999-12-8592,S99961600,X17820613X,Mr.,Darryl392,Tracey100,Schneider199,,,M,white,nonhispanic,M,East Brookfield  Massachusetts  US,814 Hyatt Vale,Brockton,Massachusetts,Plymouth County,25023,02351,42.09977385576205,-71.06601686333826,143856.08,25695.08,149407
b5465d70-3a6d-6476-d8e2-7efabe47de4a,1993-05-06,,999-80-3435,S99972515,X32791542X,Mr.,Rufus33,Royal919,Ferry570,,,M,white,nonhispanic,M,Boston  Massachusetts  US,928 Donnelly Flat,Holliston,Massachusetts,Middlesex County,,00000,42.225184209688216,-71.48780604508288,123677.62,50291.03,102760
bc11e331-b4f8-1636-5de7-de340ba55716,2017-05-02,,999-22-7976,,,,Ima629,Tracey100,Johnston597,,,,white,nonhispanic,F,Ludlow  Massachusetts  US,469 Breitenberg Light,Franklin,Massachusetts,Norfolk County,25021,02038,42.09633101909133,-71.43664904538507,7093.74,15295.31,68115
338d3323-30fa-f8ad-3e69-1811a945cf1a,1973-06-02,,999-93-1495,S99999325,X4407595X,Mrs.,Laverna97,,Smith67,,Welch179,M,white,nonhispanic,F,Ashland  Massachusetts  US,321 Murphy Promenade,Northfield,Massachusetts,Franklin County,25011,01360,42.6675553226924,-72.494986281454,345032.90,565200.68,594250
fd577712-5885-f80a-2717-4e64b8eedb3d,2004-02-16,,999-52-9952,S99919028,X12561603X,Ms.,Dionna991,Eleanor470,Pfannerstill264,,,,white,nonhispanic,F,Gloucester  Massachusetts  US,337 Beier Drive Unit 2,Andover,Massachusetts,Essex County,25009,01810,42.6602963231417,-71.14759583353005,38900.57,32993.77,99087
99e9a6c1-1600-3e7c-1f1e-1deaba296a7d,1973-05-29,,999-96-6548,S99969506,X73956302X,Mr.,Earl438,Paris331,Kautzer186,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,933 Kunze Glen Suite 34,Weymouth,Massachusetts,Norfolk County,25021,02188,42.16029159525994,-70.95886937313492,8071.10,109963.11,10490
51e810e1-a292-a5b9-857d-9fb399572b8a,2025-05-26,,999-73-7562,,,,Zane918,Dominique369,Walker122,,,,white,nonhispanic,M,Boston  Massachusetts  US,166 Veum Union,West Yarmouth,Massachusetts,Barnstable County,25001,02673,41.63403642800808,-70.2112850732927,4371.43,0.00,119027
bcb39dd5-526b-3235-f97d-5386edb27fa9,1932-09-19,2004-05-04,999-24-3686,S99955617,X75319176X,Mrs.,Zella14,Mae105,Fay398,,Prohaska837,W,white,nonhispanic,F,Chelmsford  Massachusetts  US,268 Waters Gate,Eastham,Massachusetts,Barnstable County,,00000,41.796131208071465,-70.00035979962414,1160956.15,570465.51,52413
07356e42-305a-8e08-10af-17d8fbd15db6,1981-04-12,,999-58-6132,S99915680,X38848316X,Mrs.,Lashanda692,Talitha643,Keebler762,,Beier427,M,white,nonhispanic,F,Dracut  Massachusetts  US,140 Daniel Overpass,Springfield,Massachusetts,Hampden County,25013,01103,42.09440555397045,-72.55723324243849,210335.20,842101.44,33918
e3694fe7-1864-9c62-7fca-527181386876,1932-09-19,1974-05-31,999-35-1925,S99913631,X12103008X,Mrs.,Hertha832,Li461,Krajcik437,,Tillman293,M,white,nonhispanic,F,Fall River  Massachusetts  US,601 Schulist Approach Suite 29,Eastham,Massachusetts,Barnstable County,,00000,41.82492447883597,-69.9500600744259,664955.69,289110.35,52413
6306e484-3fb7-8d08-a3e7-70f4b2cf89bc,1932-09-19,2010-09-18,999-61-8087,S99965280,X65058136X,Mrs.,Eliana466,Carmella421,Thiel172,,Waelchi213,D,white,nonhispanic,F,Worcester  Massachusetts  US,359 Paucek Vista Unit 92,Eastham,Massachusetts,Barnstable County,,00000,41.88158203173769,-69.95354029956009,806042.59,1032199.48,52413
0cae75fd-6c6a-48fe-76a1-2556bab17ba9,1960-04-17,,999-27-3092,S99949264,X29415936X,Mrs.,Doretha289,,Pfannerstill264,,Steuber698,M,white,nonhispanic,F,Wilmington  Massachusetts  US,706 Cronin Divide,Gloucester,Massachusetts,Essex County,25009,01930,42.61548397234058,-70.72388404898042,217696.72,1540094.23,483572
